"","xrcn","xrid","xrin","xrjp","xrkr","xrmy","xrsg","xrth","rycn","ryid","ryin","ryjp","rykr","rymy","rysg","ryth","ycn","yid","yin","yjp","ykr","ymy","ysg","yth"
"1",NA,NA,NA,NA,NA,NA,NA,NA,-0.47495423174095,-0.172792004095282,-0.448295291641876,0.627658632345194,NA,NA,NA,NA,549.635922330097,631.120783460283,568.663609645259,666.624601697322,NA,NA,NA,NA
"2",0.84547693009554,0.191238643338772,0.747738056307115,NA,NA,NA,NA,NA,-0.583362534617418,-0.250162667106378,-0.553983941298593,0.515130046556103,NA,NA,NA,NA,549.635922330097,611.833153474405,567.119142987164,669.376949985818,NA,NA,NA,NA
"3",0.842736985220154,0.0773553729340888,0.620144732920902,NA,NA,NA,NA,NA,-0.420629919573969,-0.121954155113958,-0.394661102146589,0.667800284426115,NA,NA,NA,NA,546.235052980343,629.406307977737,565.535160574727,671.962822243853,NA,NA,NA,NA
"4",0.940850245448496,0.230908442967309,0.896614685280035,NA,NA,NA,NA,NA,-0.252017913971307,0.0788209708879257,-0.229458982536316,0.82595961760101,NA,NA,NA,NA,542.85495455208,605.71323765418,563.955381859632,674.821674383682,NA,NA,NA,NA
"5",0.973446922687822,0.308825293628777,0.90954140137607,NA,NA,NA,NA,NA,-0.192791977296421,0.096782038741247,-0.173717478181263,0.87527009601268,NA,NA,NA,NA,539.49428175446,627.322998821503,562.420387333371,677.326849947011,NA,NA,NA,NA
"6",1.41128124957672,0.485454648235293,1.18592621693881,NA,NA,NA,NA,NA,-0.360952422468046,-0.0345290898286763,-0.345280828124117,0.696783151018292,NA,NA,NA,NA,536.157092343056,600.887216023659,560.846646400621,680.124223602484,NA,NA,NA,NA
"7",1.47901468171174,0.545066415943499,1.12510086023886,NA,NA,NA,NA,NA,-0.440430891871352,-0.168766912518895,-0.428160534448431,0.607030472146084,NA,NA,NA,NA,532.843455667424,630.78626799557,559.279430247172,682.901169626833,NA,NA,NA,NA
"8",1.22406168058692,0.564476460508874,0.991702489717927,NA,NA,NA,NA,NA,-0.262161459332668,-0.0628512454152108,-0.253350425567356,0.775565930609365,NA,NA,NA,NA,529.557532998147,673.935890698897,557.756610188541,685.328482905324,NA,NA,NA,NA
"9",1.23601839993063,0.0939282036027493,0.909188667130008,NA,NA,NA,NA,NA,-0.400403457187616,-0.164092830491554,-0.395012755313482,0.62669823500579,NA,NA,NA,NA,526.272289604727,645.426604908878,556.195550435596,688.352377441946,NA,NA,NA,NA
"10",1.18871593481546,0.509856026070764,0.953887331365795,NA,NA,NA,NA,NA,-0.57993624560241,-0.414503895471963,-0.577946790727316,0.437083252907784,NA,NA,NA,NA,523.01734965629,688.548442314276,554.638797213055,691.02705349492,NA,NA,NA,NA
"11",1.15551882403258,0.330964263942091,0.835780025094769,NA,NA,NA,NA,NA,-0.337385927252537,-0.17961418054455,-0.3388508044049,0.669617199717877,NA,NA,NA,NA,519.794301218313,689.567645316863,553.128276826284,693.682156360532,NA,NA,NA,NA
"12",1.0366661894953,0.307006352096957,0.580824035584573,NA,NA,NA,NA,NA,-0.361978118990648,-0.214108910351487,-0.366846351004754,0.635056563990324,NA,NA,NA,NA,516.57824933687,692.121110739378,551.580013931987,696.296746362062,NA,NA,NA,NA
"13",0.861666199929683,0.196860493013875,0.397229733109189,NA,NA,NA,NA,NA,-0.205709474875759,-0.0704755807470416,-0.214034706619838,0.780983335988323,NA,NA,NA,NA,513.391369265841,696.597627020547,550.075528403018,699.194866517344,NA,NA,NA,NA
"14",0.92340363206087,-0.0285432390965266,0.35844436772422,NA,NA,NA,NA,NA,-0.18771331874983,0.009546813488301,-0.199451917108596,0.788656850360699,NA,NA,NA,NA,510.209824694938,650.645741376492,548.535809873409,702.071835700715,NA,NA,NA,NA
"15",1.13359521091612,-0.196716002044713,0.0928112630399878,NA,NA,NA,NA,NA,-0.192538342344397,-0.00679429231492534,-0.207712642220703,0.773563449599863,NA,NA,NA,NA,507.036713757691,654.088558500323,547.000446467036,704.906703524534,NA,NA,NA,NA
"16",1.44660343716947,-0.0907102141751635,-0.19566292851881,NA,NA,NA,NA,NA,-0.208808910208451,-0.0158800564425987,-0.227406313648933,0.747573398625181,NA,NA,NA,NA,503.923830568509,645.418963175973,545.506343686949,707.421489087806,NA,NA,NA,NA
"17",1.23416085196705,-0.152045855610417,-0.0817086929754973,NA,NA,NA,NA,NA,-0.19881464042842,-0.0394411482250601,-0.220836810880131,0.747003376030217,NA,NA,NA,NA,500.793462846068,663.297536323437,543.977475568069,710.493348445982,NA,NA,NA,NA
"18",1.10556410280514,-0.177060112127511,-0.0753045197688516,NA,NA,NA,NA,NA,-0.159229620970462,-0.0256129536541572,-0.184719163872031,0.776553495805832,NA,NA,NA,NA,497.698929085427,676.398267046563,542.49386744378,713.224368499257,NA,NA,NA,NA
"19",0.878116633927476,-0.0426203906862406,-0.128690076272648,NA,NA,NA,NA,NA,-0.189841703344128,-0.0938770352676022,-0.218743669217789,0.735899409307845,NA,NA,NA,NA,494.613541915912,697.997453408959,540.97366764623,715.956533325437,NA,NA,NA,NA
"20",0.894918096492951,0.0694540984102727,0.0395577886181382,NA,NA,NA,NA,NA,-0.143420189169587,-0.0208985940007596,-0.175765606093954,0.771976897441358,NA,NA,NA,NA,491.565345762768,675.515886638441,539.494291442358,718.942679293153,NA,NA,NA,NA
"21",0.761466077387754,-0.0450826488949816,-0.0578826364814025,NA,NA,NA,NA,NA,-0.143863403414432,-0.0126158927963227,-0.17959980138876,0.761658986235228,NA,NA,NA,NA,488.528744831266,665.510350288451,537.982813692295,721.591911116337,NA,NA,NA,NA
"22",0.599601399153764,-0.0169978614381732,-0.0564771117346279,NA,NA,NA,NA,NA,-0.20546052686111,-0.108578347027607,-0.244601152746921,0.689806438657134,0.724301004299528,0.211197027490075,0.634937590301066,NA,485.502793296089,684.512050572896,536.473716991009,724.514598647026,299.175740307317,643.500643500643,714.285714285714,NA
"23",0.540413393859555,-0.087413037738771,0.100978984910588,NA,NA,NA,NA,NA,-0.187791855250601,-0.0910735164649694,-0.228290873924814,0.702101356262346,0.736573713013773,0.224780669843238,0.534523666980203,NA,485.977247150323,685.29325465393,537.727931639582,729.130282920014,301.088393856169,646.766169154229,804.597701149425,NA
